date,datarate,PCell_Downlink_TB_Size,PCell_SNR_1,PCell_SNR_2,PCell_Downlink_Average_MCS,PCell_RSSI_1,PCell_RSSI_2,PCell_RSSI_max,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRP_max,PCell_Downlink_Num_RBs,PCell_RSRQ_1,PCell_RSRQ_2,PCell_RSRQ_max
2021-06-22 09:49:54+02:00,70500000.0,3364386.0,14.664000024795532,15.514999961853027,23.0,-59.6425,-59.39625,-59.39625,-95.5275,-94.87625,-94.795625,30489.0,-15.885625,-15.480625,-15.440625
2021-06-22 09:49:55+02:00,73900000.0,3916249.0,16.40299995422363,14.729000015258789,23.0,-57.566875,-59.20875,-59.20875,-93.81125,-94.8325,-93.803125,33558.0,-16.24875,-15.623125,-15.58375
2021-06-22 09:49:56+02:00,72600000.0,3543707.0,16.34700005531311,14.648000011444092,23.0,-58.434375,-60.070625,-60.070625,-94.293125,-95.554375,-94.279375,29961.0,-15.85375,-15.485625,-15.430625
2021-06-22 09:49:57+02:00,79200000.0,4930241.0,17.677000007629395,16.03300001144409,24.0,-57.7575,-59.1825,-59.1825,-93.298125,-94.48625,-93.298125,41403.0,-15.538125,-15.30375,-15.189375
2021-06-22 09:49:58+02:00,85400000.0,4082610.0,16.317999992370606,14.854000015258789,23.0,-58.750625,-60.20375,-60.20375,-94.1125,-95.24625,-94.1125,36865.0,-15.365625,-15.04375,-14.88125
2021-06-22 09:49:59+02:00,83600000.0,5379074.0,17.375000057220458,14.603000059127808,23.0,-57.648125,-59.868125,-59.868125,-93.25375,-95.190625,-93.25375,45575.0,-15.605,-15.328125,-15.25
2021-06-22 09:50:00+02:00,79700000.0,5047511.0,16.107000036239626,13.54700008392334,23.0,-57.515,-59.964375,-59.964375,-93.570625,-95.475,-93.570625,43816.0,-16.058125,-15.51,-15.465625
2021-06-22 09:50:01+02:00,84800000.0,4688311.0,15.762000017166137,13.531000022888184,22.0,-58.748125,-60.76625,-60.76625,-94.15375,-95.910625,-94.15375,44353.0,-15.4075,-15.1425,-14.98
2021-06-22 09:50:02+02:00,81100000.0,5284025.0,15.846000003814698,13.77100001335144,23.0,-57.808125,-60.41625,-60.41625,-93.530625,-95.465625,-93.530625,45900.0,-15.723125,-15.0475,-15.00875
2021-06-22 09:50:03+02:00,81100000.0,5000426.0,14.846999959945679,13.733000025749206,23.0,-58.1525,-59.758125,-59.758125,-93.925625,-94.820625,-93.925625,44414.0,-15.774375,-15.0575,-15.035625
2021-06-22 09:50:04+02:00,82100000.0,4886960.0,15.860999994277954,15.097999982833862,22.0,-58.573125,-59.830625,-59.830625,-93.88875,-94.629375,-93.88625,45054.0,-15.319375,-14.799375,-14.763125
2021-06-22 09:50:05+02:00,85500000.0,4457467.0,16.038000020980835,14.746999979019165,22.0,-58.848125,-60.205625,-60.205625,-94.018125,-95.088125,-94.018125,41374.0,-15.163125,-14.884375,-14.81375
2021-06-22 09:50:06+02:00,74200000.0,5574020.0,16.7989999294281,14.094000024795532,24.0,-58.034375,-60.11125,-60.11125,-93.41875,-95.361875,-93.41875,44511.0,-15.3875,-15.25625,-15.11875
2021-06-22 09:50:07+02:00,79300000.0,5332100.0,16.293999996185303,14.840999984741211,24.0,-58.26625,-60.109375,-60.109375,-93.684375,-95.19875,-93.684375,43685.0,-15.42,-15.08625,-14.99875
2021-06-22 09:50:08+02:00,83000000.0,5041300.0,16.80300001144409,15.184999990463258,23.0,-57.6925,-59.976875,-59.976875,-93.418125,-95.09625,-93.418125,42309.0,-15.721875,-15.1175,-15.088125
