date,datarate,PCell_Downlink_TB_Size,PCell_SNR_1,PCell_SNR_2,PCell_Downlink_Average_MCS,PCell_RSSI_1,PCell_RSSI_2,PCell_RSSI_max,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRP_max,PCell_Downlink_Num_RBs,PCell_RSRQ_1,PCell_RSRQ_2,PCell_RSRQ_max
2021-06-22 09:49:54+02:00,49800000.0,2951559.0,10.339000000953675,9.159999990463257,23.0,-65.67,-63.323125,-63.323125,-97.986875,-97.394375,-97.028125,43804.0,-12.315625,-14.06875,-12.309375
2021-06-22 09:49:55+02:00,49700000.0,3075891.0,8.480000019073486,8.755000004768371,20.0,-65.8125,-62.695625,-62.695625,-98.34,-96.67625,-96.546875,47308.0,-12.526875,-13.979375,-12.516875
2021-06-22 09:49:56+02:00,39600000.0,2398162.0,6.472999985218048,6.2719999665021895,20.0,-65.984375,-64.009375,-64.009375,-98.826875,-98.140625,-97.745,43719.0,-12.845,-14.12,-12.768125
2021-06-22 09:49:57+02:00,47800000.0,2608390.0,7.1690000027418135,6.4060000044107435,17.0,-65.070625,-63.328125,-63.328125,-97.985,-97.64375,-97.398125,46638.0,-12.91375,-14.319375,-12.90125
2021-06-22 09:49:58+02:00,50700000.0,2535201.0,7.865999972820282,8.367999985218049,16.0,-64.93625,-63.175,-63.175,-97.68125,-97.204375,-96.82875,40993.0,-12.749375,-14.028125,-12.664375
2021-06-22 09:49:59+02:00,47400000.0,2478026.0,7.397999976873398,8.220999983549119,18.0,-64.83,-63.2975,-63.2975,-97.579375,-97.31,-96.991875,44003.0,-12.75125,-14.0175,-12.7025
2021-06-22 09:50:00+02:00,46800000.0,2714295.0,7.384000055789947,8.271000049114228,20.0,-65.545625,-64.655625,-64.655625,-98.188125,-98.41875,-97.828125,47693.0,-12.64125,-13.76125,-12.536875
2021-06-22 09:50:01+02:00,48500000.0,2118383.0,6.827999978065491,6.921999999284744,17.0,-64.546875,-64.60375,-64.60375,-97.58875,-98.9025,-97.585,41112.0,-13.039375,-14.2975,-12.994375
2021-06-22 09:50:02+02:00,32200000.000000004,2135742.0,7.0079999971389775,7.4500000238418576,15.0,-64.64625,-64.58,-64.58,-97.639375,-98.730625,-97.624375,40111.0,-12.98875,-14.148125,-12.958125
2021-06-22 09:50:03+02:00,37700000.0,2241938.0,7.324999985694885,6.954000051021576,19.0,-63.441875,-64.23125,-64.23125,-96.573125,-98.51125,-96.573125,42708.0,-13.13625,-14.27625,-13.12625
2021-06-22 09:50:04+02:00,35900000.0,2164830.0,7.036000018119812,7.749000010490417,15.0,-65.18125,-64.75375,-64.75375,-98.178125,-98.685625,-98.1075,41639.0,-12.990625,-13.924375,-12.870625
2021-06-22 09:50:05+02:00,36500000.0,2173783.0,7.190000023841858,7.636999969482422,19.0,-65.53,-65.29125,-65.29125,-98.605625,-99.4725,-98.515,41924.0,-13.0725,-14.1825,-12.989375
2021-06-22 09:50:06+02:00,33700000.0,2512712.0,9.12900002002716,8.541999955177307,21.0,-64.12125,-65.075,-65.075,-96.791875,-98.9325,-96.79125,42800.0,-12.673125,-13.859375,-12.606875
2021-06-22 09:50:07+02:00,38000000.0,1831018.0,6.006999988555908,6.676999979019165,18.0,-66.22625,-66.2625,-66.2625,-99.25125,-100.411875,-99.19375,38075.0,-13.02375,-14.144375,-12.99375
2021-06-22 09:50:08+02:00,34700000.0,2609967.0,5.4490000033378605,6.443999990224838,14.0,-67.325,-66.6775,-66.6775,-100.239375,-100.623125,-100.191875,53440.0,-12.915625,-13.949375,-12.82625
2021-06-22 09:50:09+02:00,56100000.0,4038432.0,6.8540000104904175,7.494000029563904,14.0,-65.67875,-66.184375,-66.184375,-98.199375,-99.778125,-98.199375,71956.0,-12.519375,-13.593125,-12.425625
2021-06-22 09:50:10+02:00,82700000.0,4326475.0,7.828000001907348,8.026000006198883,14.0,-65.85625,-66.2075,-66.2075,-98.14875,-99.555,-98.14875,73136.0,-12.28625,-13.3425,-12.14
2021-06-22 09:50:11+02:00,64900000.00000001,3717597.0,5.511999999284744,6.8900000035762785,13.0,-66.57875,-66.113125,-66.113125,-99.563125,-99.981875,-99.5275,73661.0,-12.9875,-13.8675,-12.895625
2021-06-22 09:50:12+02:00,68300000.0,3576762.0,6.014000020027161,5.9520000183582304,13.0,-67.13875,-66.685,-66.685,-99.853125,-100.56875,-99.853125,71404.0,-12.715625,-13.888125,-12.650625
2021-06-22 09:50:13+02:00,75100000.0,4112080.0,7.3740000367164615,7.9049999833107,14.0,-66.7975,-66.095625,-66.095625,-99.195,-99.424375,-99.181875,71988.0,-12.396875,-13.330625,-12.2675
2021-06-22 09:50:14+02:00,72700000.0,4510580.0,9.272999992370606,8.527000031471253,15.0,-65.455,-65.92125,-65.92125,-97.624375,-99.183125,-97.624375,67772.0,-12.17,-13.2575,-12.04625
2021-06-22 09:50:15+02:00,86000000.0,4437681.0,7.735000023841858,7.504000036716461,14.0,-67.606875,-67.268125,-67.268125,-99.825,-100.48125,-99.7825,73404.0,-12.22,-13.21375,-12.094375
2021-06-22 09:50:16+02:00,79400000.0,3576617.0,7.059000012874603,7.385000032186508,18.0,-67.680625,-67.206875,-67.206875,-100.153125,-100.77625,-99.966875,72360.0,-12.476875,-13.568125,-12.338125
2021-06-22 09:50:17+02:00,67000000.0,4299656.0,7.562000002861023,7.954000012874603,19.0,-66.14375,-66.469375,-66.469375,-98.454375,-99.909375,-98.419375,77743.0,-12.304375,-13.43875,-12.153125
