datarate,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRQ_1,PCell_RSRQ_2,PCell_RSSI_1,PCell_RSSI_2,PCell_SNR_1,PCell_SNR_2,date
68700000.0,-76.63875,-79.811875,-14.459375,-14.24875,-42.186875,-45.5625,19.25500005722046,22.08999988555908,2021-06-22 09:49:54+02:00
80300000.0,-77.6025,-79.874375,-15.041875,-14.629375,-42.5625,-45.24125,17.914000005722045,22.182999973297118,2021-06-22 09:49:55+02:00
82600000.0,-77.634375,-80.081875,-15.05625,-14.765625,-42.579375,-45.315625,17.938999996185302,22.363999996185303,2021-06-22 09:49:56+02:00
79600000.0,-76.256875,-79.81,-14.679375,-14.41,-41.573125,-45.401875,19.029000034332274,22.222999897003174,2021-06-22 09:49:57+02:00
95700000.0,-76.021875,-79.69375,-14.573125,-14.085625,-41.44875,-45.60625,19.358999996185304,22.87200002670288,2021-06-22 09:49:58+02:00
78700000.0,-76.38375,-79.45375,-14.7125,-14.1675,-41.67,-45.28125,18.822999935150147,22.727000026702882,2021-06-22 09:49:59+02:00
92800000.0,-76.16875,-78.769375,-15.03375,-14.415,-41.1325,-44.355,18.96200002670288,23.05199998855591,2021-06-22 09:50:00+02:00
91900000.0,-76.4525,-79.435,-14.59875,-14.109375,-41.85875,-45.33,18.745000076293945,22.899999961853027,2021-06-22 09:50:01+02:00
92600000.0,-76.39625,-79.211875,-14.69,-14.0775,-41.709375,-45.135625,18.76499994277954,23.109000072479247,2021-06-22 09:50:02+02:00
90700000.0,-76.396875,-79.345,-14.638125,-14.026875,-41.765625,-45.319375,18.701999969482422,23.03699991226196,2021-06-22 09:50:03+02:00
91800000.0,-76.0925,-79.323125,-14.7225,-14.181875,-41.373125,-45.143125,18.888999919891358,23.177000007629395,2021-06-22 09:50:04+02:00
92700000.0,-76.09625,-79.386875,-14.54375,-14.246875,-41.558125,-45.138125,18.96699998855591,23.107999954223633,2021-06-22 09:50:05+02:00
93700000.0,-76.278125,-79.393125,-14.58375,-14.155625,-41.695,-45.238125,19.083000030517578,23.35899995803833,2021-06-22 09:50:06+02:00
93900000.0,-76.5,-79.388125,-14.494375,-14.02875,-42.0,-45.3625,18.741999950408935,23.27599994659424,2021-06-22 09:50:07+02:00
91900000.0,-76.174375,-79.281875,-14.39625,-14.00875,-41.781875,-45.271875,19.262999992370606,23.689999980926515,2021-06-22 09:50:08+02:00
83900000.0,-76.453125,-79.70625,-14.686875,-14.0875,-41.7675,-45.62,19.099999980926512,23.053999996185304,2021-06-22 09:50:09+02:00
86500000.0,-76.533125,-79.198125,-14.645,-14.00875,-41.89,-45.190625,18.763000020980837,23.118000030517578,2021-06-22 09:50:10+02:00
97000000.0,-77.951875,-77.87875,-14.505625,-14.194375,-43.44625,-43.68375,18.518000049591066,23.91699993133545,2021-06-22 09:50:11+02:00
96500000.0,-76.00875,-77.608125,-14.64875,-14.343125,-41.360625,-43.265625,20.169000034332274,24.383999996185302,2021-06-22 09:50:12+02:00
99300000.0,-76.896875,-78.609375,-14.973125,-14.619375,-41.925625,-43.99375,19.39399990081787,23.482999992370605,2021-06-22 09:50:13+02:00
105000000.0,-75.2475,-77.809375,-14.71125,-14.404375,-40.52875,-43.400625,20.62,23.871000003814697,2021-06-22 09:50:14+02:00
113000000.0,-75.8925,-78.091875,-15.02,-14.63375,-40.869375,-43.4475,20.21099998474121,23.94300001144409,2021-06-22 09:50:15+02:00
95500000.0,-75.735625,-78.289375,-14.555,-14.244375,-41.174375,-44.0425,20.427000045776367,23.979000034332277,2021-06-22 09:50:16+02:00
81200000.0,-75.36625,-78.581875,-14.67625,-14.29,-40.690625,-44.29875,20.478999919891358,23.613999996185303,2021-06-22 09:50:17+02:00
82400000.0,-75.408125,-78.470625,-14.480625,-14.369375,-40.9275,-44.103125,20.3889999961853,23.55399990081787,2021-06-22 09:50:18+02:00
81700000.0,-75.696875,-78.655625,-15.031875,-14.761875,-40.668125,-43.898125,19.68199987411499,22.426999969482424,2021-06-22 09:50:19+02:00
84200000.0,-75.36625,-78.581875,-14.613125,-14.50375,-40.7525,-44.075625,20.067000007629396,23.076000099182128,2021-06-22 09:50:20+02:00
69000000.0,-75.348125,-78.77375,-14.56875,-14.18375,-40.778125,-44.5925,20.188999996185302,22.39699998855591,2021-06-22 09:50:21+02:00
83900000.0,-75.68125,-78.563125,-14.678125,-14.370625,-41.00375,-44.186875,19.85900005340576,22.77399995803833,2021-06-22 09:50:22+02:00
90900000.0,-75.868125,-78.829375,-14.53125,-14.158125,-41.3425,-44.669375,19.845999984741212,23.78100009918213,2021-06-22 09:50:23+02:00
76500000.0,-75.48625,-78.78,-14.650625,-14.039375,-40.833125,-44.740625,19.61700004577637,23.22299995422363,2021-06-22 09:50:24+02:00
65099999.99999999,-75.733125,-78.89625,-14.81,-14.354375,-40.9275,-44.546875,19.417999973297118,22.72799997329712,2021-06-22 09:50:25+02:00
82800000.0,-75.825,-79.1025,-14.72875,-14.350625,-41.1,-44.74875,19.889000053405763,23.36400001525879,2021-06-22 09:50:26+02:00
86800000.0,-75.13625,-79.060625,-14.505,-14.189375,-40.63,-44.87,20.463000068664552,23.292999877929688,2021-06-22 09:50:27+02:00
83400000.0,-75.191875,-79.1825,-14.449375,-14.071875,-40.7425,-45.105625,20.49200008392334,23.601000003814697,2021-06-22 09:50:28+02:00
80400000.0,-75.259375,-79.03625,-14.41625,-14.10625,-40.839375,-44.93,20.311000022888184,23.643999919891357,2021-06-22 09:50:29+02:00
89300000.0,-75.28625,-79.205,-14.67875,-14.191875,-40.60875,-45.01125,19.96500003814697,23.23800006866455,2021-06-22 09:50:30+02:00
91200000.0,-75.968125,-79.1425,-14.543125,-13.94125,-41.42625,-45.2,19.130999994277953,23.414999885559084,2021-06-22 09:50:31+02:00
84200000.0,-74.683125,-79.080625,-14.465,-13.92125,-40.22125,-45.15125,20.68900007247925,23.512000045776368,2021-06-22 09:50:32+02:00
84600000.0,-74.388125,-78.829375,-14.636875,-14.1775,-39.749375,-44.65125,20.924000053405763,23.748999996185304,2021-06-22 09:50:33+02:00
87200000.0,-74.689375,-78.848125,-14.70625,-14.27,-39.983125,-44.58125,20.71799987792969,24.12699998855591,2021-06-22 09:50:34+02:00
79200000.0,-75.9125,-78.833125,-14.723125,-14.176875,-41.189375,-44.6575,19.590000057220458,24.18499990463257,2021-06-22 09:50:35+02:00
62000000.0,-75.911875,-78.973125,-15.106875,-14.379375,-40.8125,-44.596875,19.234000043869017,23.05700008392334,2021-06-22 09:50:36+02:00
86800000.0,-75.066875,-78.79875,-15.334375,-14.705,-39.735,-44.090625,19.706000061035155,22.67099994659424,2021-06-22 09:50:37+02:00
88000000.0,-74.89375,-78.68,-15.015,-14.4025,-39.8775,-44.275625,19.832999897003173,22.865000019073488,2021-06-22 09:50:38+02:00
88200000.0,-75.19625,-78.734375,-14.77875,-14.096875,-40.41625,-44.6375,19.662999992370604,23.242000007629393,2021-06-22 09:50:39+02:00
72500000.0,-75.19125,-78.51125,-14.3075,-13.909375,-40.884375,-44.6,20.114000072479246,23.44499996185303,2021-06-22 09:50:40+02:00
59300000.0,-75.105625,-78.423125,-14.489375,-14.05,-40.6175,-44.375,20.170000038146974,23.574999980926513,2021-06-22 09:50:41+02:00
78200000.0,-75.093125,-78.49,-14.425625,-14.004375,-40.661875,-44.484375,20.65299995422363,24.175000019073487,2021-06-22 09:50:42+02:00
97800000.0,-74.94375,-78.465625,-14.5925,-13.981875,-40.353125,-44.481875,20.52399995803833,23.890999908447267,2021-06-22 09:50:43+02:00
78200000.0,-74.67125,-78.68,-14.98375,-14.3025,-39.68875,-44.380625,20.709999980926515,23.79300003051758,2021-06-22 09:50:44+02:00
72100000.0,-74.613125,-78.638125,-14.96,-14.290625,-39.650625,-44.345625,20.785000038146972,23.844999961853027,2021-06-22 09:50:45+02:00
81400000.0,-74.408125,-78.504375,-14.5525,-14.055,-39.86,-44.45625,20.819000034332277,23.760999927520754,2021-06-22 09:50:46+02:00
87600000.0,-74.59,-78.6125,-14.864375,-14.305625,-39.7275,-44.306875,20.311000022888184,23.160000095367433,2021-06-22 09:50:47+02:00
86500000.0,-74.4,-78.7025,-14.444375,-13.976875,-39.95625,-44.720625,20.685,23.553999919891357,2021-06-22 09:50:48+02:00
85300000.0,-74.439375,-79.385625,-14.519375,-14.27,-39.92125,-45.115,20.814999980926515,22.944999980926514,2021-06-22 09:50:49+02:00
69900000.0,-74.48125,-79.345625,-14.38625,-14.161875,-40.0975,-45.186875,20.467000007629395,22.458999977111816,2021-06-22 09:50:50+02:00
61800000.0,-74.396875,-78.8675,-14.59625,-14.11125,-39.79875,-44.759375,20.81300006866455,23.088999996185304,2021-06-22 09:50:51+02:00
64500000.0,-74.35125,-78.768125,-14.346875,-14.065625,-40.001875,-44.699375,20.92799997329712,23.52900007247925,2021-06-22 09:50:52+02:00
57300000.0,-75.05625,-79.005625,-14.428125,-13.8875,-40.62875,-45.115,20.29200002670288,23.5560001373291,2021-06-22 09:50:53+02:00
56300000.0,-75.29,-79.18,-14.960625,-14.526875,-40.333125,-44.651875,20.406000003814697,24.122999877929686,2021-06-22 09:50:54+02:00
61600000.0,-74.74375,-78.745,-14.8575,-14.503125,-39.883125,-44.244375,20.916999912261964,24.431999950408937,2021-06-22 09:50:55+02:00
