date,datarate,PCell_Downlink_TB_Size,PCell_SNR_1,PCell_SNR_2,PCell_Downlink_Average_MCS,PCell_RSSI_1,PCell_RSSI_2,PCell_RSSI_max,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRP_max,PCell_Downlink_Num_RBs,PCell_RSRQ_1,PCell_RSRQ_2,PCell_RSRQ_max
2021-06-22 09:49:54+02:00,68700000.0,4381967.0,19.25500005722046,22.08999988555908,26.0,-42.186875,-45.5625,-45.5625,-76.63875,-79.811875,-76.63875,29914.0,-14.459375,-14.24875,-14.119375
2021-06-22 09:49:55+02:00,80300000.0,5085821.0,17.914000005722045,22.182999973297118,25.0,-42.5625,-45.24125,-45.24125,-77.6025,-79.874375,-77.6025,36796.0,-15.041875,-14.629375,-14.55
2021-06-22 09:49:56+02:00,82600000.0,3651540.0,17.938999996185302,22.363999996185303,24.0,-42.579375,-45.315625,-45.315625,-77.634375,-80.081875,-77.634375,27210.0,-15.05625,-14.765625,-14.661875
2021-06-22 09:49:57+02:00,79600000.0,6077291.0,19.029000034332274,22.222999897003174,26.0,-41.573125,-45.401875,-45.401875,-76.256875,-79.81,-76.256875,41625.0,-14.679375,-14.41,-14.32125
2021-06-22 09:49:58+02:00,95700000.0,5670015.0,19.358999996185304,22.87200002670288,25.0,-41.44875,-45.60625,-45.60625,-76.021875,-79.69375,-76.021875,40278.0,-14.573125,-14.085625,-14.01875
2021-06-22 09:49:59+02:00,78700000.0,6361048.0,18.822999935150147,22.727000026702882,25.0,-41.67,-45.28125,-45.28125,-76.38375,-79.45375,-76.38375,44748.0,-14.7125,-14.1675,-14.1375
2021-06-22 09:50:00+02:00,92800000.0,6725803.0,18.96200002670288,23.05199998855591,26.0,-41.1325,-44.355,-44.355,-76.16875,-78.769375,-76.16875,45217.0,-15.03375,-14.415,-14.3525
2021-06-22 09:50:01+02:00,91900000.0,6401470.0,18.745000076293945,22.899999961853027,25.0,-41.85875,-45.33,-45.33,-76.4525,-79.435,-76.4525,45822.0,-14.59875,-14.109375,-14.075625
2021-06-22 09:50:02+02:00,92600000.0,6497962.0,18.76499994277954,23.109000072479247,25.0,-41.709375,-45.135625,-45.135625,-76.39625,-79.211875,-76.39625,45912.0,-14.69,-14.0775,-14.0625
2021-06-22 09:50:03+02:00,90700000.0,6781600.0,18.701999969482422,23.03699991226196,26.0,-41.765625,-45.319375,-45.319375,-76.396875,-79.345,-76.396875,46926.0,-14.638125,-14.026875,-14.004375
2021-06-22 09:50:04+02:00,91800000.0,6458405.0,18.888999919891358,23.177000007629395,25.0,-41.373125,-45.143125,-45.143125,-76.0925,-79.323125,-76.0925,46375.0,-14.7225,-14.181875,-14.161875
2021-06-22 09:50:05+02:00,92700000.0,6063888.0,18.96699998855591,23.107999954223633,25.0,-41.558125,-45.138125,-45.138125,-76.09625,-79.386875,-76.09625,43019.0,-14.54375,-14.246875,-14.21
2021-06-22 09:50:06+02:00,93700000.0,6538723.0,19.083000030517578,23.35899995803833,26.0,-41.695,-45.238125,-45.238125,-76.278125,-79.393125,-76.278125,45272.0,-14.58375,-14.155625,-14.120625
2021-06-22 09:50:07+02:00,93900000.0,6739630.0,18.741999950408935,23.27599994659424,26.0,-42.0,-45.3625,-45.3625,-76.5,-79.388125,-76.5,46345.0,-14.494375,-14.02875,-13.971875
2021-06-22 09:50:08+02:00,91900000.0,5709998.0,19.262999992370606,23.689999980926515,25.0,-41.781875,-45.271875,-45.271875,-76.174375,-79.281875,-76.174375,42176.0,-14.39625,-14.00875,-13.9775
2021-06-22 09:50:09+02:00,83900000.0,5336699.0,19.099999980926512,23.053999996185304,25.0,-41.7675,-45.62,-45.62,-76.453125,-79.70625,-76.453125,39709.0,-14.686875,-14.0875,-14.055
2021-06-22 09:50:10+02:00,86500000.0,5775988.0,18.763000020980837,23.118000030517578,25.0,-41.89,-45.190625,-45.190625,-76.533125,-79.198125,-76.533125,40872.0,-14.645,-14.00875,-13.98
2021-06-22 09:50:11+02:00,97000000.0,5529668.0,18.518000049591066,23.91699993133545,26.0,-43.44625,-43.68375,-43.68375,-77.951875,-77.87875,-77.734375,36995.0,-14.505625,-14.194375,-14.096875
2021-06-22 09:50:12+02:00,96500000.0,6543239.0,20.169000034332274,24.383999996185302,27.0,-41.360625,-43.265625,-43.265625,-76.00875,-77.608125,-75.928125,42053.0,-14.64875,-14.343125,-14.273125
2021-06-22 09:50:13+02:00,99300000.0,6622638.0,19.39399990081787,23.482999992370605,27.0,-41.925625,-43.99375,-43.99375,-76.896875,-78.609375,-76.896875,42809.0,-14.973125,-14.619375,-14.555
2021-06-22 09:50:14+02:00,105000000.0,6679368.0,20.62,23.871000003814697,26.0,-40.52875,-43.400625,-43.400625,-75.2475,-77.809375,-75.2475,44672.0,-14.71125,-14.404375,-14.359375
2021-06-22 09:50:15+02:00,113000000.0,6783506.0,20.21099998474121,23.94300001144409,27.0,-40.869375,-43.4475,-43.4475,-75.8925,-78.091875,-75.8925,42917.0,-15.02,-14.63375,-14.5775
2021-06-22 09:50:16+02:00,95500000.0,5484579.0,20.427000045776367,23.979000034332277,27.0,-41.174375,-44.0425,-44.0425,-75.735625,-78.289375,-75.735625,34405.0,-14.555,-14.244375,-14.1475
2021-06-22 09:50:17+02:00,81200000.0,5770061.0,20.478999919891358,23.613999996185303,25.0,-40.690625,-44.29875,-44.29875,-75.36625,-78.581875,-75.36625,40353.0,-14.67625,-14.29,-14.248125
2021-06-22 09:50:18+02:00,82400000.0,3965745.0,20.3889999961853,23.55399990081787,24.0,-40.9275,-44.103125,-44.103125,-75.408125,-78.470625,-75.408125,29412.0,-14.480625,-14.369375,-14.214375
2021-06-22 09:50:19+02:00,81700000.0,5474364.0,19.68199987411499,22.426999969482424,24.0,-40.668125,-43.898125,-43.898125,-75.696875,-78.655625,-75.696875,41471.0,-15.031875,-14.761875,-14.63625
2021-06-22 09:50:20+02:00,84200000.0,5068542.0,20.067000007629396,23.076000099182128,25.0,-40.7525,-44.075625,-44.075625,-75.36625,-78.581875,-75.36625,36604.0,-14.613125,-14.50375,-14.330625
2021-06-22 09:50:21+02:00,69000000.0,3564405.0,20.188999996185302,22.39699998855591,23.0,-40.778125,-44.5925,-44.5925,-75.348125,-78.77375,-75.348125,29721.0,-14.56875,-14.18375,-14.084375
2021-06-22 09:50:22+02:00,83900000.0,5579810.0,19.85900005340576,22.77399995803833,23.0,-41.00375,-44.186875,-44.186875,-75.68125,-78.563125,-75.68125,44531.0,-14.678125,-14.370625,-14.289375
2021-06-22 09:50:23+02:00,90900000.0,4913116.0,19.845999984741212,23.78100009918213,23.0,-41.3425,-44.669375,-44.669375,-75.868125,-78.829375,-75.868125,42175.0,-14.53125,-14.158125,-14.085625
2021-06-22 09:50:24+02:00,76500000.0,4005247.0,19.61700004577637,23.22299995422363,22.0,-40.833125,-44.740625,-44.740625,-75.48625,-78.78,-75.48625,36571.0,-14.650625,-14.039375,-14.024375
2021-06-22 09:50:25+02:00,65099999.99999999,3608394.0,19.417999973297118,22.72799997329712,24.0,-40.9275,-44.546875,-44.546875,-75.733125,-78.89625,-75.733125,27753.0,-14.81,-14.354375,-14.30125
2021-06-22 09:50:26+02:00,82800000.0,5253815.0,19.889000053405763,23.36400001525879,26.0,-41.1,-44.74875,-44.74875,-75.825,-79.1025,-75.825,35534.0,-14.72875,-14.350625,-14.28875
2021-06-22 09:50:27+02:00,86800000.0,5402618.0,20.463000068664552,23.292999877929688,26.0,-40.63,-44.87,-44.87,-75.13625,-79.060625,-75.13625,36077.0,-14.505,-14.189375,-14.13375
2021-06-22 09:50:28+02:00,83400000.0,5862323.0,20.49200008392334,23.601000003814697,25.0,-40.7425,-45.105625,-45.105625,-75.191875,-79.1825,-75.191875,41643.0,-14.449375,-14.071875,-14.03375
2021-06-22 09:50:29+02:00,80400000.0,5303915.0,20.311000022888184,23.643999919891357,26.0,-40.839375,-44.93,-44.93,-75.259375,-79.03625,-75.259375,36009.0,-14.41625,-14.10625,-13.99875
2021-06-22 09:50:30+02:00,89300000.0,6228220.0,19.96500003814697,23.23800006866455,26.0,-40.60875,-45.01125,-45.01125,-75.28625,-79.205,-75.28625,42177.0,-14.67875,-14.191875,-14.136875
2021-06-22 09:50:31+02:00,91200000.0,5630275.0,19.130999994277953,23.414999885559084,24.0,-41.42625,-45.2,-45.2,-75.968125,-79.1425,-75.968125,42192.0,-14.543125,-13.94125,-13.8975
2021-06-22 09:50:32+02:00,84200000.0,6544755.0,20.68900007247925,23.512000045776368,26.0,-40.22125,-45.15125,-45.15125,-74.683125,-79.080625,-74.683125,45077.0,-14.465,-13.92125,-13.8975
2021-06-22 09:50:33+02:00,84600000.0,5482879.0,20.924000053405763,23.748999996185304,25.0,-39.749375,-44.65125,-44.65125,-74.388125,-78.829375,-74.388125,38254.0,-14.636875,-14.1775,-14.119375
2021-06-22 09:50:34+02:00,87200000.0,6179195.0,20.71799987792969,24.12699998855591,26.0,-39.983125,-44.58125,-44.58125,-74.689375,-78.848125,-74.689375,41518.0,-14.70625,-14.27,-14.215
2021-06-22 09:50:35+02:00,79200000.0,4490318.0,19.590000057220458,24.18499990463257,24.0,-41.189375,-44.6575,-44.6575,-75.9125,-78.833125,-75.9125,33851.0,-14.723125,-14.176875,-14.145625
2021-06-22 09:50:36+02:00,62000000.0,5344958.0,19.234000043869017,23.05700008392334,24.0,-40.8125,-44.596875,-44.596875,-75.911875,-78.973125,-75.911875,42575.0,-15.106875,-14.379375,-14.374375
2021-06-22 09:50:37+02:00,86800000.0,6690816.0,19.706000061035155,22.67099994659424,25.0,-39.735,-44.090625,-44.090625,-75.066875,-78.79875,-75.066875,48778.0,-15.334375,-14.705,-14.680625
2021-06-22 09:50:38+02:00,88000000.0,6299506.0,19.832999897003173,22.865000019073488,25.0,-39.8775,-44.275625,-44.275625,-74.89375,-78.68,-74.89375,45781.0,-15.015,-14.4025,-14.393125
2021-06-22 09:50:39+02:00,88200000.0,5877174.0,19.662999992370604,23.242000007629393,25.0,-40.41625,-44.6375,-44.6375,-75.19625,-78.734375,-75.19625,43122.0,-14.77875,-14.096875,-14.086875
